UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Failure Type
943,L93847,L,299.726642681049,306.4811325469834,1593,34.926818125116434,208,0,No Failure
944,L12356,L,299.38113895597195,306.6045402900585,1542,36.70778416993852,227,0,No Failure
945,H99899,M,299.74617127500204,306.8529167982214,1635,50.864748746804324,144,0,No Failure
946,M85717,M,298.00092950481036,306.3348939198482,1376,43.49194217153045,141,0,No Failure
947,M26082,H,297.6319102679949,310.8070834615835,1338,43.9417151042971,242,0,No Failure
948,M47412,L,297.73765186317155,308.88680440775147,1393,36.81460746874822,8,0,No Failure
949,L70315,H,298.5494255956729,309.7467241304128,1385,40.30663584759724,189,0,No Failure
950,M18946,M,295.4368794765366,308.99355243742497,1417,51.53076492373107,93,0,No Failure
951,H55500,L,300.1476354555918,308.24184141270524,1363,33.927911631112174,148,0,No Failure
952,L26309,L,298.2158100397434,308.2621329850484,1360,42.28119398683657,203,0,No Failure
953,H40027,M,297.5274976264973,307.55373104163516,1630,48.056478834551314,164,0,No Failure
954,L82541,M,294.3554256840918,307.6763264353397,1212,44.8297154273612,223,0,No Failure
955,L69321,M,298.0947797407326,306.03784493928066,1495,49.007698069626166,138,0,No Failure
956,L84131,M,297.85228522738635,309.77273922656036,1288,41.06432628263564,19,0,No Failure
957,L88339,M,296.8044303540321,305.4301500709954,1523,43.01726512593549,34,0,No Failure
958,M49443,L,297.1404297323095,306.5620841142062,1241,40.548871933951865,52,0,No Failure
959,M90818,M,298.11004503333226,311.1680511964409,1602,42.6667277956979,174,0,No Failure
960,L82099,L,297.26764531061843,308.3542593245972,1409,35.42396793848289,109,0,No Failure
961,M41860,L,299.0078170992675,308.4165656675453,1428,43.96174204471841,202,0,No Failure
962,M32015,M,297.026824617034,309.1060078216516,1549,41.471241563835285,179,0,No Failure
963,M36958,M,298.38191264428116,305.8394937603179,1474,40.31329683127274,135,0,No Failure
964,M86707,L,299.9200680532167,306.05930995029496,1641,48.73195818907927,3,0,No Failure
965,M55350,M,298.0951062061562,307.4826584801767,1478,38.67307300447613,154,0,No Failure
966,M39426,M,298.6839656859396,306.79495856367845,1450,46.039110173102166,171,0,No Failure
967,H55241,M,298.5889770811009,308.0375660524859,1509,46.53639298549878,167,0,No Failure
968,M96652,H,298.16199534942587,308.87832394295316,1407,44.27772192292731,101,0,No Failure
969,H58364,L,298.0494892870847,310.23374457180586,1520,35.174501646317104,46,0,No Failure
970,M94878,H,297.2929386678251,309.36663250968434,1339,41.79539148671578,93,1,Random Failures
971,L37490,M,298.3765184358367,306.65858493246657,1479,49.7923715056575,171,0,No Failure
972,M29975,H,297.7250987367408,307.5875538830783,1233,30.90723232656648,47,0,No Failure
973,M21561,M,300.46913525235203,307.17958224312554,1508,39.061707528518994,239,0,No Failure
974,M98397,H,299.36671488866483,306.6251586814815,1591,45.811542598341,90,0,No Failure
975,M43142,M,295.97080615616744,306.28373733098323,1217,39.42339700106181,212,0,No Failure
976,L74324,H,296.0542630026729,310.64646858158676,1256,44.04943908486936,179,0,No Failure
977,M14648,H,297.95431019644093,308.16596336484895,1311,47.045955142995616,83,0,No Failure
978,M60677,H,297.55704178384036,307.81365469009285,1204,41.160031415744015,67,0,No Failure
979,L80135,L,297.8752091226671,308.87638634989145,1609,42.544952604277704,138,0,No Failure
980,H57064,H,299.12674219097846,308.95061915561234,1613,40.459354667901,204,0,No Failure
981,M79350,L,298.623603848316,309.8282384805596,1381,41.48902940985158,124,0,No Failure
982,M71272,M,298.6084438456872,307.03450757994983,1212,50.513012174481354,72,0,No Failure
983,L77649,H,300.31929199824305,308.7540833253092,1538,39.68025753659676,3,0,No Failure
984,H23760,M,296.0666626687404,306.78323903547374,1484,38.2342298102721,75,0,No Failure
985,L62233,M,298.30590825122334,307.8647630843919,1458,45.20877114509881,72,0,No Failure
986,H43397,H,297.2814211780791,308.23511385074306,1289,35.78538833879104,76,0,No Failure
987,M86367,L,300.30315367875903,308.3817259935786,1303,36.9263927136738,47,0,No Failure
988,M81260,H,294.835972591265,308.31548165877075,1578,36.95827353023689,153,0,No Failure
989,M86619,M,294.9017776214305,309.3527464738174,1385,38.7206273877098,101,1,Power Failure
990,M29816,M,298.60695444452205,307.2545174135363,1449,38.93900267564971,105,0,No Failure
991,L16276,H,299.8394448389862,308.4225114093552,1454,43.49549794832753,76,0,No Failure
992,H33499,L,299.30988148197554,307.01164274071937,1275,38.28819182370661,38,0,No Failure
993,L92495,L,296.9485288100234,312.5311288488288,1585,43.697317346175936,219,0,No Failure
994,M81635,M,300.40963258300235,306.78070352335453,1658,44.320903524208916,57,0,No Failure
995,L45946,M,296.3027968771087,307.09902101848314,1307,36.7324440033348,18,0,No Failure
996,L61886,L,300.11122628431497,309.47397211551964,1355,44.21353009349225,87,0,No Failure
997,L25563,H,296.50115762446273,307.50580228474826,1281,44.66709241479144,210,0,No Failure
998,L19847,M,297.6222637414941,309.4745691915515,1276,31.19531781684571,112,0,No Failure
999,H77278,L,299.10890430678535,308.3795338905888,1684,41.46740476436983,76,0,No Failure
1000,M10619,M,295.95068825365576,307.5452161001693,1669,37.467959458495436,76,0,No Failure
